split,class,H,C,V,HF,HI,severity
train,正常,1.1749560832977295,0.8704031109809875,0.6875187754631042,0.04215695708990097,33.07218933105469,0
train,正常,1.1918160915374756,0.8701606392860413,0.9295346736907959,0.06423120945692062,34.61791229248047,0
train,正常,1.2958626747131348,0.8818630576133728,1.116929292678833,0.3723188042640686,40.80207443237305,0
train,正常,1.2852014303207397,0.8871446847915649,0.9996308088302612,0.31000852584838867,39.7015266418457,0
train,正常,1.4477471113204956,0.962042510509491,1.273249864578247,0.24948762357234955,46.59960174560547,0
train,正常,1.4380912780761719,0.9733523726463318,1.2062097787857056,0.15717178583145142,45.47962188720703,0
train,正常,1.526017427444458,0.9784582257270813,0.9643990993499756,0.4050247371196747,49.80370330810547,0
train,正常,1.422640323638916,0.9691157937049866,1.074514389038086,0.1468367874622345,44.4136848449707,0
train,正常,1.4430729150772095,0.9667205810546875,1.1899707317352295,0.38363826274871826,46.938323974609375,0
train,正常,1.4517751932144165,0.955340564250946,0.6509413123130798,0.381531298160553,45.5540771484375,0
train,正常,1.4948595762252808,0.97153240442276,0.7949585914611816,0.20528562366962433,46.84055709838867,0
train,正常,1.596492052078247,0.9826418161392212,0.8746933341026306,0.5034936666488647,52.89956283569336,0
train,正常,1.275244116783142,0.9405473470687866,0.6241425275802612,0.19375866651535034,37.36977005004883,0
train,正常,1.3486104011535645,0.9475119709968567,0.6369389295578003,0.4340720772743225,41.61008071899414,0
train,正常,1.5022820234298706,0.975300133228302,0.5811530947685242,0.21272307634353638,46.40917205810547,0
train,正常,1.2496180534362793,0.9336464405059814,0.7621406316757202,0.163438081741333,36.73570251464844,0
